id_pmc	sentence location	highlighted phrase	protein entities found	number of protein entities
5182127	body	Previous|functional|experiment|show|that|2|set|of|mutation|at|the|Royle|box|,|E11K|and|Q14D|+|Q16M|+|N17S|(|Figure|4D|)|,|be|sufficient|to|prevent|transferrin|uptake|(|a|readout|for|clathrin‐mediated|endocytosis|)|when|combine|with|mutation|at|the|clathrin|,|arrestin|and|W|box|.	E11K|N17S|transferrin	3
5182127	body	Residue|of|the|second|disrupt|mutation|,|Q14D|+|Q16M|+|N17S|,|do|not|directly|contact|peptide|bind|at|the|Royle|box|in|our|structure|but|be|in|close|proximity|to|peptide‐binde|residue|(|Figure|4D|)|.	N17S	1
