id_pmc	sentence location	highlighted phrase	protein entities found	number of protein entities
5742343	body	Cuttell|and|colleague|show|that|the|Drosophila|ryanodine|receptor|,|Rya|-|r44F|,|a|Ca2+|channel|on|the|ER|membrane|,|also|play|role|in|phagocytosis|of|AC|mediate|by|the|Drpr|pathway|(|71|)|.	Drosophila|ryanodine|receptor|Rya|r44F|Ca2+|channel|ER	8
5742343	body	Thus|presumably|,|Uta|form|junctional|complex|between|the|PM|and|the|ER|to|trigger|the|release|of|Ca2+|from|the|ER|/|SR|compartment|via|Rya|-|R44F|.	Uta|junctional|complexes|ER|ER|Rya|R44F	7
