id_pmc	sentence location	highlighted phrase	protein entities found	number of protein entities
5626994	abstract	Single|point|mutation|such|as|D111K|or|K115D|result|in|protein|severely|affect|in|toxicity|.	D111K	1
5626994	abstract	The|double|point|mutant|with|reverse|charge|,|D111K|-|K115D|,|recover|both|oligomerization|and|toxicity|,|suggest|that|this|salt|bridge|be|highly|important|for|conservation|of|the|structure|of|helix|α|-|3|and|necessary|to|promote|the|correct|oligomerization|of|the|toxin|.	double|point|mutant|D111K|helix|α|-|3	8
